['28', '1662', 'Friday', '3422349381', '1', 'SPORTING GOODS', '5116']
['28', '105442', 'Sunday', '2899521384', '1', 'FABRICS AND CRAFTS', '1065']
['28', '105442', 'Sunday', '2899521390', '1', 'FABRICS AND CRAFTS', '1058']
['28', '105442', 'Sunday', '4900000977', '1', 'DSD GROCERY', '9211']
['28', '105442', 'Sunday', '3422343728', '1', 'SPORTING GOODS', '5105']
['28', '105442', 'Sunday', '2899520645', '1', 'FABRICS AND CRAFTS', '1065']
['28', '105977', 'Sunday', '75524711763', '2', 'HARDWARE', '9807']
['28', '105977', 'Sunday', '82090905026', '1', 'SPORTING GOODS', '5225']
['28', '105977', 'Sunday', '1280052017', '1', 'SPORTING GOODS', '5225']
['28', '106125', 'Sunday', '4770800046', '1', 'SPORTING GOODS', '602']
['28', '106125', 'Sunday', '3877504208', '1', 'SPORTING GOODS', '731']
['28', '106125', 'Sunday', '3877507269', '1', 'SPORTING GOODS', '732']
['28', '106125', 'Sunday', '2863252161', '1', 'SPORTING GOODS', '3223']
['28', '106125', 'Sunday', '4770805377', '1', 'SPORTING GOODS', '625']
['28', '107112', 'Monday', '7874298393', '1', 'BAKERY', '5024']
['28', '107112', 'Monday', '80648118119', '1', 'SPORTING GOODS', '2260']
['28', '107112', 'Monday', '3500044667', '1', 'HOUSEHOLD CHEMICALS/SUPP', '110']
['28', '107112', 'Monday', '4900005025', '1', 'DSD GROCERY', '3004']
['28', '107112', 'Monday', '4900005010', '1', 'DSD GROCERY', '9570']
['28', '107112', 'Monday', '4300002828', '1', 'DSD GROCERY', '4624']
['28', '107112', 'Monday', '2685101907', '1', 'PETS AND SUPPLIES', '8655']
['28', '107112', 'Monday', '4650073337', '1', 'HOUSEHOLD CHEMICALS/SUPP', '8910']
['28', '107682', 'Monday', '81742701250', '1', 'SPORTING GOODS', '5703']
['28', '108064', 'Monday', '30045052421', '1', 'INFANT CONSUMABLE HARDLINES', '2123']
['28', '108064', 'Monday', '4400003414', '1', 'IMPULSE MERCHANDISE', '804']
['28', '108064', 'Monday', '4120567804', '1', 'SPORTING GOODS', '5023']
['28', '108064', 'Monday', '88295605099', '1', 'INFANT APPAREL', '6041']
['28', '108064', 'Monday', '7109160010', '1', 'INFANT CONSUMABLE HARDLINES', '705']
['28', '108341', 'Monday', '79450475973', '1', 'SPORTING GOODS', '5705']
['28', '108659', 'Monday', '3422345692', '3', 'SPORTING GOODS', '5113']
['28', '109283', 'Monday', '3628293717', '1', 'SPORTING GOODS', '201']
['28', '109846', 'Monday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '109846', 'Monday', '68113102536', '1', 'HOUSEHOLD PAPER GOODS', '5010']
['28', '109846', 'Monday', '7874208286', '1', 'PHARMACY OTC', '279']
['28', '109846', 'Monday', '7650109768', '1', 'SPORTING GOODS', '5806']
['28', '110370', 'Monday', '4851503282', '1', 'SPORTING GOODS', '3275']
['28', '110370', 'Monday', '2409903650', '1', 'SPORTING GOODS', '905']
['28', '110370', 'Monday', '2267700114', '1', 'SPORTING GOODS', '3264']
['28', '110370', 'Monday', '3278458667', '1', 'SPORTING GOODS', '501']
['28', '110370', 'Monday', '2202150028', '1', 'SPORTING GOODS', '3302']
['28', '110370', 'Monday', '2202150024', '2', 'SPORTING GOODS', '3302']
['28', '110370', 'Monday', '8394105823', '1', 'SPORTING GOODS', '701']
['28', '110370', 'Monday', '4338830599', '1', 'SPORTING GOODS', '301']
['28', '110370', 'Monday', '2055406867', '2', 'SPORTING GOODS', '3263']
['28', '110370', 'Monday', '3998491534', '1', 'SPORTING GOODS', '3223']
['28', '110370', 'Monday', '3936413107', '1', 'SPORTING GOODS', '3324']
['28', '111475', 'Monday', '7664220216', '1', 'SPORTING GOODS', '6115']
['28', '111475', 'Monday', '79450475963', '1', 'SPORTING GOODS', '5705']
['28', '111475', 'Monday', '82513101563', '1', 'TOYS', '5330']
['28', '111475', 'Monday', '1680043700', '1', 'LAWN AND GARDEN', '50']
['28', '111475', 'Monday', '4113700104', '1', 'SPORTING GOODS', '5011']
['28', '111475', 'Monday', '68113110040', '1', 'INFANT CONSUMABLE HARDLINES', '226']
['28', '111475', 'Monday', '84325882500', '1', 'TOYS', '5312']
['28', '111475', 'Monday', '8171572506', '1', 'INFANT APPAREL', '6413']
['28', '111475', 'Monday', '7112196179', '1', 'LAWN AND GARDEN', '4810']
['28', '111475', 'Monday', '1142394116', '1', 'SPORTING GOODS', '5092']
['28', '111475', 'Monday', '4113700197', '1', 'SPORTING GOODS', '5011']
['28', '111475', 'Monday', '3314903113', '1', 'TOYS', '1204']
['28', '111475', 'Monday', '7965600150', '1', 'BEAUTY', '6080']
['28', '111845', 'Monday', '4009450168', '1', 'COOK AND DINE', '579']
['28', '111845', 'Monday', '84943400149', '1', 'COOK AND DINE', '905']
['28', '111845', 'Monday', '84943400225', '1', 'COOK AND DINE', '2073']
['28', '111845', 'Monday', '7874209520', '1', 'INFANT CONSUMABLE HARDLINES', '9013']
['28', '111845', 'Monday', '3278458039', '1', 'SPORTING GOODS', '302']
['28', '111845', 'Monday', '2594713800', '1', 'HOME MANAGEMENT', '5416']
['28', '111845', 'Monday', '84943400226', '1', 'COOK AND DINE', '2073']
['28', '111863', 'Monday', '4087', '1', 'PRODUCE', '7803']
['28', '111863', 'Monday', '3278458674', '1', 'SPORTING GOODS', '501']
['28', '111863', 'Monday', '2863265061', '1', 'SPORTING GOODS', '3201']
['28', '111863', 'Monday', '2863252158', '1', 'SPORTING GOODS', '3223']
['28', '112100', 'Monday', '4767739128', '1', 'FROZEN FOODS', '1851']
['28', '112100', 'Monday', '81515001618', '1', 'COOK AND DINE', '445']
['28', '112100', 'Monday', '7278500343', '1', 'BEAUTY', '3300']
['28', '112100', 'Monday', '7874231429', '1', 'GROCERY DRY GOODS', '4451']
['28', '112100', 'Monday', '6082385804', '3', 'SPORTING GOODS', '5021']
['28', '112100', 'Monday', '84943400209', '1', 'COOK AND DINE', '2072']
['28', '112435', 'Monday', '7650193237', '1', 'SPORTING GOODS', '5007']
['28', '112435', 'Monday', '3500074210', '1', 'PERSONAL CARE', '202']
['28', '112435', 'Monday', '7650192877', '1', 'SPORTING GOODS', '5003']
['28', '112435', 'Monday', '1404532423', '1', 'SPORTING GOODS', '5037']
['28', '112435', 'Monday', '3408663825', '2', 'BEDDING', '6015']
['28', '112435', 'Monday', '7650122774', '1', 'SPORTING GOODS', '5039']
['28', '112435', 'Monday', '4797700944', '1', 'SPORTING GOODS', '5004']
['28', '112435', 'Monday', '68335107100', '1', 'SPORTING GOODS', '5028']
['28', '112435', 'Monday', '81865500623', '1', 'SPORTING GOODS', '5702']
['28', '112435', 'Monday', '7650193232', '1', 'SPORTING GOODS', '5007']
['28', '112435', 'Monday', '18916800031', '1', 'SPORTING GOODS', '5017']
['28', '112435', 'Monday', '84325882504', '1', 'TOYS', '5312']
['28', '112435', 'Monday', '7650193234', '1', 'SPORTING GOODS', '5007']
['28', '112435', 'Monday', '7650193229', '1', 'SPORTING GOODS', '5007']
['28', '112435', 'Monday', '4443532910', '1', 'SPORTING GOODS', '5001']
['28', '112435', 'Monday', '7650190119', '1', 'SPORTING GOODS', '5009']
['28', '112435', 'Monday', '5638909961', '1', 'SPORTING GOODS', '5086']
['28', '112435', 'Monday', '7825731538', '1', 'SPORTING GOODS', '5805']
['28', '112435', 'Monday', '5638900511', '1', 'SPORTING GOODS', '5008']
['28', '112435', 'Monday', '1142383801', '1', 'SPORTING GOODS', '5092']
['28', '112435', 'Monday', '84409301524', '2', 'SPORTING GOODS', '5048']
['28', '112435', 'Monday', '84409301523', '1', 'SPORTING GOODS', '5054']
['28', '112435', 'Monday', '7965604493', '1', 'BEAUTY', '6004']
['28', '112435', 'Monday', '8087817691', '1', 'PERSONAL CARE', '5027']
['28', '112958', 'Tuesday', '5200012178', '2', 'DSD GROCERY', '4607']
['28', '112958', 'Tuesday', '1326263496', '1', 'GIRLS WEAR, 4-6X  AND 7-14', '801']
['28', '112958', 'Tuesday', '3422349384', '1', 'SPORTING GOODS', '5114']
['28', '113456', 'Tuesday', '3422342185', '1', 'SPORTING GOODS', '5117']
['28', '113751', 'Tuesday', '7704360806', '1', 'BEAUTY', '4010']
['28', '113751', 'Tuesday', '7666616523', '1', 'TOYS', '5330']
['28', '113751', 'Tuesday', '3422345690', '1', 'SPORTING GOODS', '5113']
['28', '113751', 'Tuesday', '7650109721', '1', 'SPORTING GOODS', '5705']
['28', '113888', 'Tuesday', '3422344531', '1', 'SPORTING GOODS', '5116']
['28', '114338', 'Tuesday', '4338833266', '1', 'SPORTING GOODS', '205']
['28', '114338', 'Tuesday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '114438', 'Tuesday', '79450475973', '1', 'SPORTING GOODS', '5705']
['28', '114589', 'Tuesday', '4616208018', '1', 'SPORTING GOODS', '2705']
['28', '114589', 'Tuesday', '2847804100', '1', 'SPORTING GOODS', '2257']
['28', '114589', 'Tuesday', '3989714671', '1', 'TOYS', '4505']
['28', '114589', 'Tuesday', '3989714671', '1', 'TOYS', '4505']
['28', '114589', 'Tuesday', '7025750481', '1', 'IMPULSE MERCHANDISE', '202']
['28', '115608', 'Tuesday', '2856272104', '1', 'SPORTING GOODS', '3223']
['28', '115608', 'Tuesday', '68113189617', '-1', 'FINANCIAL SERVICES', '0']
['28', '115608', 'Tuesday', '68113189617', '2', 'FINANCIAL SERVICES', '0']
['28', '115608', 'Tuesday', '3877502080', '1', 'SPORTING GOODS', '733']
['28', '115608', 'Tuesday', '2856272202', '1', 'SPORTING GOODS', '3223']
['28', '115608', 'Tuesday', '60538862097', '2', 'FINANCIAL SERVICES', '0']
['28', '115608', 'Tuesday', '60538862097', '-1', 'FINANCIAL SERVICES', '0']
['28', '115608', 'Tuesday', '2856272102', '1', 'SPORTING GOODS', '3223']
['28', '115608', 'Tuesday', '2856272201', '1', 'SPORTING GOODS', '3223']
['28', '115608', 'Tuesday', '4770814062', '1', 'SPORTING GOODS', '607']
['28', '115608', 'Tuesday', '3998491536', '1', 'SPORTING GOODS', '3223']
['28', '116625', 'Tuesday', '79367602795', '1', 'SPORTING GOODS', '2254']
['28', '116625', 'Tuesday', '3925627781', '1', 'SPORTING GOODS', '2254']
['28', '116625', 'Tuesday', '1117993610', '2', 'CELEBRATION', '250']
['28', '116625', 'Tuesday', '2847812555', '1', 'SPORTING GOODS', '2254']
['28', '116655', 'Tuesday', '81742701236', '1', 'SPORTING GOODS', '5702']
['28', '116655', 'Tuesday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '116655', 'Tuesday', '87433500731', '1', 'SPORTING GOODS', '5303']
['28', '116826', 'Tuesday', '79450475973', '1', 'SPORTING GOODS', '5705']
['28', '117397', 'Tuesday', '81560603002', '1', 'SPORTING GOODS', '5044']
['28', '118282', 'Tuesday', '2840042049', '1', 'IMPULSE MERCHANDISE', '808']
['28', '118282', 'Tuesday', '7617152204', '1', 'AUTOMOTIVE', '250']
['28', '118282', 'Tuesday', '75752800879', '1', 'IMPULSE MERCHANDISE', '808']
['28', '118282', 'Tuesday', '3422349243', '1', 'SPORTING GOODS', '5114']
['28', '118450', 'Tuesday', '7874204715', '2', 'DSD GROCERY', '4630']
['28', '118450', 'Tuesday', '3579442409', '1', 'SPORTING GOODS', '5300']
['28', '118450', 'Tuesday', '7874208940', '1', 'HOUSEHOLD PAPER GOODS', '7010']
['28', '118450', 'Tuesday', '1800065620', '1', 'FROZEN FOODS', '2113']
['28', '118450', 'Tuesday', '1800065540', '1', 'FROZEN FOODS', '2113']
['28', '118450', 'Tuesday', '4200015412', '1', 'HOUSEHOLD PAPER GOODS', '5220']
['28', '118450', 'Tuesday', '4178900231', '1', 'GROCERY DRY GOODS', '3116']
['28', '118450', 'Tuesday', '1090000114', '1', 'HOUSEHOLD PAPER GOODS', '6660']
['28', '118450', 'Tuesday', '1740011830', '1', 'GROCERY DRY GOODS', '3814']
['28', '118450', 'Tuesday', '81271301872', '1', 'SPORTING GOODS', '5020']
['28', '118450', 'Tuesday', '81891401718', '2', 'COOK AND DINE', '1211']
['28', '118450', 'Tuesday', '81174702253', '2', 'SPORTING GOODS', '5085']
['28', '118450', 'Tuesday', '7048592540', '1', 'COOK AND DINE', '2785']
['28', '118450', 'Tuesday', '81742701068', '1', 'SPORTING GOODS', '5215']
['28', '119294', 'Wednesday', '3422341753', '1', 'SPORTING GOODS', '5117']
['28', '119294', 'Wednesday', '84409303489', '1', 'SPORTING GOODS', '5704']
['28', '119295', 'Wednesday', '84409304516', '1', 'SPORTING GOODS', '5054']
['28', '120647', 'Wednesday', '2863221362', '1', 'SPORTING GOODS', '301']
['28', '121444', 'Wednesday', '7825730404', '1', 'SPORTING GOODS', '5805']
['28', '121444', 'Wednesday', '1198501002', '2', 'PETS AND SUPPLIES', '3609']
['28', '121444', 'Wednesday', '7650193226', '1', 'SPORTING GOODS', '5007']
['28', '121444', 'Wednesday', '7023015366', '1', 'PETS AND SUPPLIES', '5636']
['28', '121444', 'Wednesday', '1142300338', '1', 'SPORTING GOODS', '5092']
['28', '121444', 'Wednesday', '7650193236', '1', 'SPORTING GOODS', '5007']
['28', '121444', 'Wednesday', '68113103877', '1', 'PERSONAL CARE', '433']
['28', '121444', 'Wednesday', '7650193229', '1', 'SPORTING GOODS', '5007']
['28', '121444', 'Wednesday', '7314906576', '1', 'HOME MANAGEMENT', '4230']
['28', '121444', 'Wednesday', '1780015018', '1', 'PETS AND SUPPLIES', '1020']
['28', '121444', 'Wednesday', '7650193224', '1', 'SPORTING GOODS', '5007']
['28', '121444', 'Wednesday', '84487500598', '1', 'PETS AND SUPPLIES', '3811']
['28', '121444', 'Wednesday', '7650193231', '1', 'SPORTING GOODS', '5007']
['28', '121444', 'Wednesday', '7650123929', '1', 'SPORTING GOODS', '5004']
['28', '121444', 'Wednesday', '7650193234', '1', 'SPORTING GOODS', '5007']
['28', '121653', 'Wednesday', '2202199757', '1', 'SPORTING GOODS', '511']
['28', '121653', 'Wednesday', '3278457343', '1', 'SPORTING GOODS', '302']
['28', '121653', 'Wednesday', '68113147307', '1', 'SPORTING GOODS', '82']
['28', '121840', 'Wednesday', '7940004380', '1', 'PERSONAL CARE', '3168']
['28', '121840', 'Wednesday', '7339001393', '1', 'IMPULSE MERCHANDISE', '135']
['28', '121840', 'Wednesday', '3500055500', '2', 'PERSONAL CARE', '401']
['28', '121840', 'Wednesday', '7825731868', '1', 'SPORTING GOODS', '5816']
['28', '121840', 'Wednesday', '75680930996', '1', 'BATH AND SHOWER', '4905']
['28', '121840', 'Wednesday', '7825730437', '1', 'SPORTING GOODS', '5806']
['28', '121840', 'Wednesday', '75680910528', '1', 'BATH AND SHOWER', '4903']
['28', '121840', 'Wednesday', '3700088437', '1', 'PERSONAL CARE', '202']
['28', '121840', 'Wednesday', '3408663825', '2', 'BEDDING', '6015']
['28', '121975', 'Wednesday', '7707103942', '2', 'SPORTING GOODS', '5106']
['28', '121975', 'Wednesday', '7650137635', '3', 'SPORTING GOODS', '5106']
['28', '121975', 'Wednesday', '7650137639', '7', 'SPORTING GOODS', '5106']
['28', '121975', 'Wednesday', '7650137635', '1', 'SPORTING GOODS', '5106']
['28', '122106', 'Wednesday', '3278458670', '1', 'SPORTING GOODS', '501']
['28', '122106', 'Wednesday', '1680043769', '1', 'LAWN AND GARDEN', '30']
['28', '122106', 'Wednesday', '4900000044', '1', 'DSD GROCERY', '9546']
['28', '122106', 'Wednesday', '3993826644', '1', 'CELEBRATION', '306']
['28', '122106', 'Wednesday', '4296500327', '1', 'SPORTING GOODS', '28']
['28', '122106', 'Wednesday', '4317175156', '1', 'SPORTING GOODS', '3332']
['28', '122106', 'Wednesday', '4460031178', '1', 'LAWN AND GARDEN', '31']
['28', '122106', 'Wednesday', '9687793503', '1', 'SPORTING GOODS', '716']
['28', '122106', 'Wednesday', '4338829647', '1', 'SPORTING GOODS', '301']
['28', '122106', 'Wednesday', '1404532423', '1', 'SPORTING GOODS', '5037']
['28', '123604', 'Wednesday', '84101516021', '2', 'SPORTING GOODS', '5048']
['28', '123604', 'Wednesday', '7548608754', '1', 'BEAUTY', '6010']
['28', '123604', 'Wednesday', '7548608987', '1', 'BEAUTY', '6080']
['28', '123604', 'Wednesday', '7650137639', '2', 'SPORTING GOODS', '5106']
['28', '125183', 'Thursday', '3877503132', '1', 'SPORTING GOODS', '731']
['28', '125183', 'Thursday', '4506341048', '1', 'SPORTING GOODS', '718']
['28', '125183', 'Thursday', '1142383801', '1', 'SPORTING GOODS', '5092']
['28', '125183', 'Thursday', '4770805683', '1', 'SPORTING GOODS', '607']
['28', '126490', 'Thursday', '84040118999', '-1', 'SPORTING GOODS', '5092']
['28', '126490', 'Thursday', '7169130631', '1', 'HOME MANAGEMENT', '8905']
['28', '126490', 'Thursday', '3426441601', '1', 'COOK AND DINE', '579']
['28', '126490', 'Thursday', '8394105817', '1', 'SPORTING GOODS', '701']
['28', '126490', 'Thursday', '7217923038', '1', 'COOK AND DINE', '369']
['28', '126490', 'Thursday', '2863262287', '1', 'SPORTING GOODS', '502']
['28', '126490', 'Thursday', '84040118997', '3', 'SPORTING GOODS', '5092']
['28', '126490', 'Thursday', '84040118983', '2', 'HOUSEHOLD CHEMICALS/SUPP', '0']
['28', '126490', 'Thursday', '2267700345', '1', 'SPORTING GOODS', '3264']
['28', '126490', 'Thursday', '', '1', 'NULL', '']
['28', '126490', 'Thursday', '84040118999', '1', 'SPORTING GOODS', '5092']
['28', '126490', 'Thursday', '4770805679', '1', 'SPORTING GOODS', '607']
['28', '126490', 'Thursday', '2267719401', '1', 'SPORTING GOODS', '3258']
['28', '126490', 'Thursday', '4506310084', '1', 'SPORTING GOODS', '718']
['28', '126490', 'Thursday', '3998491532', '1', 'SPORTING GOODS', '3223']
['28', '126490', 'Thursday', '8394105819', '1', 'SPORTING GOODS', '701']
['28', '126490', 'Thursday', '4770805677', '1', 'SPORTING GOODS', '607']
['28', '126490', 'Thursday', '3087837653', '1', 'ELECTRONICS', '6048']
['28', '126490', 'Thursday', '75198100413', '1', 'SPORTING GOODS', '3206']
['28', '126490', 'Thursday', '4506330715', '1', 'SPORTING GOODS', '718']
['28', '126490', 'Thursday', '84040118998', '1', 'SPORTING GOODS', '5092']
['28', '126490', 'Thursday', '2614810215', '4', 'SPORTING GOODS', '28']
['28', '126490', 'Thursday', '3877503117', '1', 'SPORTING GOODS', '731']
['28', '126490', 'Thursday', '75198100419', '1', 'SPORTING GOODS', '3206']
['28', '126934', 'Thursday', '1142394116', '1', 'SPORTING GOODS', '5092']
['28', '126934', 'Thursday', '7650109998', '1', 'SPORTING GOODS', '5518']
['28', '126934', 'Thursday', '61029033994', '1', 'CELEBRATION', '801']
['28', '126934', 'Thursday', '6898154045', '1', 'CELEBRATION', '1015']
['28', '126934', 'Thursday', '7650109988', '1', 'SPORTING GOODS', '5517']
['28', '126934', 'Thursday', '1142394100', '2', 'SPORTING GOODS', '5092']
['28', '127027', 'Thursday', '7314962758', '1', 'HOME MANAGEMENT', '4206']
['28', '127027', 'Thursday', '4770861504', '1', 'SPORTING GOODS', '607']
['28', '127027', 'Thursday', '3877504206', '1', 'SPORTING GOODS', '731']
['28', '127027', 'Thursday', '2863262287', '1', 'SPORTING GOODS', '502']
['28', '127027', 'Thursday', '2200000514', '1', 'IMPULSE MERCHANDISE', '135']
['28', '127508', 'Thursday', '8095833807', '1', 'SPORTING GOODS', '5042']
['28', '127781', 'Thursday', '2049503581', '1', 'SPORTING GOODS', '3260']
['28', '127781', 'Thursday', '60538810507', '1', 'SHOES', '4815']
['28', '127781', 'Thursday', '2055400105', '1', 'SPORTING GOODS', '3258']
['28', '127781', 'Thursday', '84730901164', '1', 'SPORTING GOODS', '102']
['28', '127781', 'Thursday', '2049503584', '1', 'SPORTING GOODS', '3260']
['28', '127781', 'Thursday', '2049503560', '1', 'SPORTING GOODS', '3260']
['28', '128256', 'Thursday', '7825730140', '1', 'SPORTING GOODS', '5816']
['28', '128256', 'Thursday', '60538862097', '1', 'FINANCIAL SERVICES', '0']
['28', '128256', 'Thursday', '7965604972', '1', 'BEAUTY', '6080']
['28', '128256', 'Thursday', '7965604971', '1', 'BEAUTY', '6080']
['28', '128577', 'Thursday', '7825731904', '1', 'SPORTING GOODS', '5805']
['28', '128577', 'Thursday', '7825730838', '1', 'SPORTING GOODS', '5806']
['28', '128577', 'Thursday', '88810901007', '1', 'COMM BREAD', '2285']
['28', '128577', 'Thursday', '68113143903', '1', 'PETS AND SUPPLIES', '3640']
['28', '129058', 'Thursday', '5638901365', '2', 'SPORTING GOODS', '5020']
['28', '129058', 'Thursday', '3579442400', '1', 'SPORTING GOODS', '5300']
['28', '129058', 'Thursday', '74319570009', '1', 'SPORTING GOODS', '5370']
['28', '129361', 'Thursday', '2200001746', '1', 'IMPULSE MERCHANDISE', '135']
['28', '129361', 'Thursday', '83627201002', '1', 'HOUSEHOLD CHEMICALS/SUPP', '1025']
['28', '129361', 'Thursday', '8265750080', '1', 'DSD GROCERY', '9203']
['28', '129361', 'Thursday', '8265750080', '1', 'DSD GROCERY', '9203']
['28', '129361', 'Thursday', '9505', '1', 'DSD GROCERY', '9225']
['28', '129361', 'Thursday', '7874204017', '1', 'HOUSEHOLD PAPER GOODS', '110']
['28', '129361', 'Thursday', '3422344880', '2', 'SPORTING GOODS', '5114']
['28', '129361', 'Thursday', '7874209757', '1', 'HOUSEHOLD PAPER GOODS', '203']
['28', '129361', 'Thursday', '5114135568', '1', 'HOUSEHOLD CHEMICALS/SUPP', '15']
['28', '129361', 'Thursday', '2500000035', '1', 'DAIRY', '1346']
['28', '129361', 'Thursday', '7874235192', '1', 'DSD GROCERY', '9207']
['28', '129361', 'Thursday', '7874235192', '2', 'DSD GROCERY', '9207']
['28', '129361', 'Thursday', '71441510958', '1', 'IMPULSE MERCHANDISE', '8205']
['28', '129947', 'Thursday', '7940083280', '1', 'PERSONAL CARE', '5009']
['28', '129947', 'Thursday', '30041668466', '1', 'PERSONAL CARE', '403']
['28', '129947', 'Thursday', '7940000956', '1', 'PERSONAL CARE', '5030']
['28', '129947', 'Thursday', '1200000134', '1', 'DSD GROCERY', '9547']
['28', '129947', 'Thursday', '7650109771', '1', 'SPORTING GOODS', '5805']
['28', '129947', 'Thursday', '1864315951', '1', 'COOK AND DINE', '2061']
['28', '129947', 'Thursday', '1864315951', '1', 'COOK AND DINE', '2061']
['28', '129947', 'Thursday', '3270014969', '1', 'PETS AND SUPPLIES', '5830']
['28', '130291', 'Thursday', '3422349124', '1', 'SPORTING GOODS', '5113']
['28', '130340', 'Thursday', '1280051776', '1', 'IMPULSE MERCHANDISE', '903']
['28', '130340', 'Thursday', '88530825997', '1', 'HOME DECOR', '331']
['28', '130340', 'Thursday', '60538804542', '-1', 'FINANCIAL SERVICES', '3903']
['28', '130340', 'Thursday', '60538804542', '1', 'FINANCIAL SERVICES', '3903']
['28', '130340', 'Thursday', '3408667026', '2', 'BEDDING', '9974']
['28', '130340', 'Thursday', '7825730142', '1', 'SPORTING GOODS', '5805']
['28', '130340', 'Thursday', '30000142013', '1', 'BEDDING', '3002']
['28', '130340', 'Thursday', '3800059099', '1', 'IMPULSE MERCHANDISE', '5']
['28', '130388', 'Thursday', '2096859769', '1', 'SPORTING GOODS', '5087']
['28', '130388', 'Thursday', '89953900009', '1', 'LIQUOR,WINE,BEER', '1101']
['28', '130388', 'Thursday', '89953900009', '-1', 'LIQUOR,WINE,BEER', '1101']
['28', '130388', 'Thursday', '82179621394', '1', 'MENS WEAR', '7140']
['28', '130476', 'Thursday', '1200001880', '1', 'DSD GROCERY', '9547']
['28', '130476', 'Thursday', '7874202501', '2', 'DSD GROCERY', '3301']
['28', '130476', 'Thursday', '3422349099', '1', 'SPORTING GOODS', '5113']
['28', '130476', 'Thursday', '5200012136', '2', 'DSD GROCERY', '4607']
['28', '130752', 'Friday', '4338830619', '1', 'SPORTING GOODS', '302']
['28', '130752', 'Friday', '4770806856', '1', 'SPORTING GOODS', '608']
['28', '130752', 'Friday', '2863202829', '1', 'SPORTING GOODS', '506']
['28', '130752', 'Friday', '7084702090', '1', 'DSD GROCERY', '3467']
['28', '130752', 'Friday', '4770800184', '1', 'SPORTING GOODS', '602']
['28', '130752', 'Friday', '2429193680', '1', 'JEWELRY AND SUNGLASSES', '4897']
['28', '130752', 'Friday', '2863216752', '1', 'SPORTING GOODS', '3337']
['28', '130752', 'Friday', '4506340988', '1', 'SPORTING GOODS', '718']
['28', '130752', 'Friday', '60538804541', '1', 'FINANCIAL SERVICES', '3903']
['28', '131234', 'Friday', '7413000934', '1', 'AUTOMOTIVE', '3004']
['28', '131234', 'Friday', '63653311945', '1', 'SPORTING GOODS', '5801']
['28', '131778', 'Friday', '87458604224', '1', 'IMPULSE MERCHANDISE', '8023']
['28', '131778', 'Friday', '3422345690', '1', 'SPORTING GOODS', '5113']
['28', '131778', 'Friday', '81106801000', '1', 'BEAUTY', '5011']
['28', '132048', 'Friday', '88599870149', '1', 'JEWELRY AND SUNGLASSES', '6409']
['28', '132048', 'Friday', '75434992001', '1', 'PERSONAL CARE', '606']
['28', '132048', 'Friday', '2592549438', '1', 'ACCESSORIES', '104']
['28', '132048', 'Friday', '85131900503', '1', 'IMPULSE MERCHANDISE', '9']
['28', '132048', 'Friday', '80504036817', '1', 'SHOES', '2908']
['28', '132048', 'Friday', '7825731869', '1', 'SPORTING GOODS', '5805']
['28', '132048', 'Friday', '68895570846', '1', 'JEWELRY AND SUNGLASSES', '125']
['28', '132048', 'Friday', '2592549435', '1', 'ACCESSORIES', '104']
['28', '132109', 'Friday', '9404612001', '1', 'COOK AND DINE', '3755']
['28', '132109', 'Friday', '7825730140', '2', 'SPORTING GOODS', '5816']
['28', '132109', 'Friday', '7825730140', '-1', 'SPORTING GOODS', '5816']
['28', '132109', 'Friday', '85207900370', '1', 'COOK AND DINE', '539']
['28', '132109', 'Friday', '4958', '1', 'PRODUCE', '701']
['28', '132109', 'Friday', '60538804542', '-1', 'FINANCIAL SERVICES', '3903']
['28', '132109', 'Friday', '60538804542', '2', 'FINANCIAL SERVICES', '3903']
['28', '132109', 'Friday', '7874222803', '1', 'GROCERY DRY GOODS', '4451']
['28', '132109', 'Friday', '7548608964', '1', 'BEAUTY', '6030']
['28', '132109', 'Friday', '5200032868', '1', 'DSD GROCERY', '4606']
['28', '132269', 'Friday', '4338833041', '1', 'SPORTING GOODS', '201']
['28', '132269', 'Friday', '4296500271', '1', 'SPORTING GOODS', '28']
['28', '132269', 'Friday', '4296500363', '1', 'SPORTING GOODS', '28']
['28', '132269', 'Friday', '4296500327', '1', 'SPORTING GOODS', '28']
['28', '132269', 'Friday', '2863262275', '1', 'SPORTING GOODS', '502']
['28', '132269', 'Friday', '2363401001', '2', 'SPORTING GOODS', '28']
['28', '132269', 'Friday', '4338812786', '1', 'SPORTING GOODS', '407']
['28', '132269', 'Friday', '4317175156', '1', 'SPORTING GOODS', '3332']
['28', '132520', 'Friday', '20966500000', '2', 'SERVICE DELI', '7010']
['28', '132520', 'Friday', '68113168759', '2', 'PHARMACY OTC', '3533']
['28', '132520', 'Friday', '3294305809', '1', 'SPORTING GOODS', '3322']
['28', '132572', 'Friday', '4506340976', '1', 'SPORTING GOODS', '718']
['28', '132572', 'Friday', '4770800124', '1', 'SPORTING GOODS', '601']
['28', '132572', 'Friday', '4770800184', '1', 'SPORTING GOODS', '602']
['28', '132572', 'Friday', '1070080727', '1', 'IMPULSE MERCHANDISE', '115']
['28', '132572', 'Friday', '84410600376', '1', 'OFFICE SUPPLIES', '4820']
['28', '132572', 'Friday', '8394105816', '1', 'SPORTING GOODS', '701']
